,Ticker,Hurst Exponent,t_statistic,p_value
129,DRI,0.6056885498947232,4.151727425275639,3.2997513072619e-05
130,DTE,0.6161442820024682,4.56245640004443,5.055859496172488e-06
131,DUK,0.5503383815765058,1.9774255540770145,0.04799354782853649
132,DVA,0.5188057526224739,0.7387399958978165,0.4600648941534611
133,DVN,0.5423672707322535,1.6642991128971591,0.09605266961150893
134,DXCM,0.6539194868580754,6.04636694807117,1.4814847126842778e-09
135,EA,0.648299833201587,5.825612001301308,5.690368176658467e-09
136,EBAY,0.5904290477749009,3.5522935839557945,0.00038188851318121664
137,ECL,0.6092394437775098,4.291215984179074,1.776973738509824e-05
138,ED,0.5350146907866652,1.375470211024271,0.16898571487098168
139,EFX,0.6183541559673748,4.649266128777053,3.3311816547421103e-06
140,EG,0.6372497209239542,5.39153419210512,6.985866307651634e-08
141,EIX,0.53581012922262,1.4067171490602388,0.15951127850294933
142,EL,0.6102347548611881,4.330314451580736,1.4889656403394014e-05
143,ELV,0.6560269738737534,6.129154645036624,8.834721842987392e-10
144,EMN,0.5677366922562779,2.6608774859525797,0.007793730981447311
145,EMR,0.5414434599286215,1.6280093667229003,0.10352289967150252
146,ENPH,0.5985318352158305,3.870592632179997,0.00010857109120254727
147,EOG,0.562206872172073,2.4436514409051044,0.014539466033019144
148,EPAM,0.6483846908088012,5.828945433877169,5.577873718465298e-09
149,EQIX,0.6401164880292346,5.504148431062193,3.7095692073663145e-08
150,EQR,0.5282178919766392,1.1084738708173663,0.26765721753827565
151,EQT,0.5435527890020834,1.7108694246189167,0.08710522002698107
152,ERIE,0.6197666044876347,4.704750864485834,2.5417615039380337e-06
153,ES,0.5849550167013272,3.3372590796731156,0.0008460903898399597
154,ESS,0.5618638190847934,2.4301754029407014,0.01509151730418834
155,ETN,0.601938842407747,4.004428939054116,6.216747451648352e-05
156,ETR,0.5684534039838034,2.6890318294282767,0.007165958608102985
157,EVRG,0.5911357650756066,3.58005531975574,0.0003435214745068915
158,EW,0.6123575312098222,4.4137027542221245,1.0161745855885584e-05
159,EXC,0.5469866129041934,1.845759163215556,0.06492718249105178
